Tarix,Vaxt (Bakı),Coin,İstiqamət,Təklif Olunan Miqdar,Qiymət,Təklif Olunan Ölçü (USD),Gözlənilən Hədəf,Gözlənilən Dəyişim (%),Status,Qeyd
2026-08-09,00:12:39,ETHUSDT,,,1920.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.04% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 57.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,00:53:22,BTCUSDT,,,65082.41,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.27% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.63-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,00:53:22,ETHUSDT,,,1920.39,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.06% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 57.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,01:40:49,BTCUSDT,,,65039.91,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.20% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.63-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,01:40:49,ETHUSDT,,,1921.92,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.14% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 57.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,02:12:15,BTCUSDT,,,65009.10,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.16% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.63-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,02:12:15,ETHUSDT,,,1920.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.04% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 57.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,02:51:35,BTCUSDT,,,64958.80,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.63-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,02:51:35,ETHUSDT,,,1918.98,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.98% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 57.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,03:19:00,BTCUSDT,,,64958.75,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.63-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,03:19:00,ETHUSDT,,,1916.23,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.84% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 57.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,03:49:42,BTCUSDT,,,64974.75,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.10% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 75.63-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,03:49:42,ETHUSDT,,,1918.61,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.96% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 57.87-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,04:38:09,BTCUSDT,,,64988.43,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.12% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,04:38:09,ETHUSDT,,,1918.53,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.93% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 36.37-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,06:53:23,BTCUSDT,,,64790.74,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.81% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 38.75-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,06:53:23,ETHUSDT,,,1914.40,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.71% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 36.37-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,08:32:47,BTCUSDT,,,64817.82,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.85% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 18.22-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,08:32:47,ETHUSDT,,,1914.31,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.68% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 25.80-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,09:31:25,BTCUSDT,,,64790.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.80% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 18.22-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,09:31:25,ETHUSDT,,,1914.02,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.67% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 25.80-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,10:24:57,BTCUSDT,,,64841.19,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.88% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 18.22-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,10:24:57,ETHUSDT,,,1916.44,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.79% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 25.80-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,11:37:53,BTCUSDT,,,64835.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.87% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 18.22-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,11:37:53,ETHUSDT,,,1917.60,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.86% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 25.80-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,12:25:23,BTCUSDT,,,64903.60,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.97% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 30.15-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,12:25:23,ETHUSDT,,,1921.24,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.02% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.69-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,13:20:46,BTCUSDT,,,64831.26,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.86% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 30.15-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,13:20:46,ETHUSDT,,,1914.55,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.67% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.69-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,14:02:06,BTCUSDT,,,64899.99,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 0.97% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 30.15-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,14:02:06,ETHUSDT,,,1922.08,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.06% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.69-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,14:48:04,BTCUSDT,,,64977.21,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 30.15-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,14:48:04,ETHUSDT,,,1920.74,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.99% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.69-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,15:15:50,BTCUSDT,,,64975.99,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 30.15-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,15:15:51,ETHUSDT,,,1920.70,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.99% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.69-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,15:50:19,BTCUSDT,,,64975.25,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.08% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 30.15-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,15:50:20,ETHUSDT,,,1920.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.95% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 58.69-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,16:22:57,BTCUSDT,,,64938.30,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.01% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.52-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,16:22:57,ETHUSDT,,,1917.90,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.81% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.09-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,17:33:33,BTCUSDT,,,65130.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.31% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.52-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,17:33:33,ETHUSDT,,,1923.90,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.13% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.09-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,18:17:24,BTCUSDT,,,65212.49,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.44% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.52-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,18:17:25,ETHUSDT,,,1924.80,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.18% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.09-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,18:56:25,BTCUSDT,,,65209.00,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.43% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.52-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,18:56:25,ETHUSDT,,,1924.19,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.15% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.09-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,19:41:18,BTCUSDT,,,65234.61,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.47% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 59.52-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,19:41:18,ETHUSDT,,,1926.49,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.27% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 60.09-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,20:15:40,BTCUSDT,,,65233.54,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.46% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,20:15:40,ETHUSDT,,,1924.96,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.16% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,21:00:12,BTCUSDT,,,65232.14,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.45% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,21:00:12,ETHUSDT,,,1924.10,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.11% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,21:41:48,BTCUSDT,,,65229.23,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.45% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,21:41:48,ETHUSDT,,,1924.13,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.11% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,22:18:08,BTCUSDT,,,65192.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.39% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,22:18:08,ETHUSDT,,,1921.97,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.00% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,23:07:48,BTCUSDT,,,65199.64,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.40% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,23:07:48,ETHUSDT,,,1922.01,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.00% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,23:52:03,BTCUSDT,,,65193.57,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.39% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.27-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-09,23:52:03,ETHUSDT,,,1922.18,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.01% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 83.59-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,00:22:37,BTCUSDT,,,65134.43,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.29% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.30-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,00:22:37,ETHUSDT,,,1920.63,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.90% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.12-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,01:05:17,BTCUSDT,,,65132.13,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.29% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.30-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,01:05:17,ETHUSDT,,,1920.78,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 2.91% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.12-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,01:45:22,BTCUSDT,,,65218.61,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.42% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.30-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,01:45:22,ETHUSDT,,,1926.11,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.19% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.12-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,02:13:46,BTCUSDT,,,65269.95,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.50% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.30-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,02:13:47,ETHUSDT,,,1926.92,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 3.23% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 54.12-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
2026-08-10,02:54:30,BTCUSDT,,,65041.19,,,,GÖZLƏ,"Trend YÜKSƏLİŞDİR (qiymət EMA(200)-dən 1.15% yuxarıda) — BUY siqnalı üçün qısamüddətli geri çəkilmə (pullback) gözlənilir: şam RSI(3) < 15 ilə BAĞLANMALIDIR, son bağlanmış şamda 72.30-dir. Qiymət bir-iki şam geri çəkiləndə siqnal gələcək."
